service	primaryClass	authTypes	actionCount	asyncActionCount	followUpActionCount	distinctRequiredScopes	top3Verbs
recurly	Domain connectors	api_key	10	0	0	0	create:3,get:3,list:3
redfox	Domain connectors	api_key	19	0	0	0	search:10,get:7,list:2
reducto	Business systems	api_key	3	0	0	0	extract:1,parse:1,split:1
refiner	Business systems	api_key	12	0	0	0	list:4,get:3,add:1
remove_bg	LLM/dev accounts	api_key	3	0	0	0	get:1,remove:1,submit:1
render	LLM/dev accounts	api_key	10	0	2	0	list:3,get:2,restart:1
renderform	LLM/dev accounts	api_key	6	0	0	0	get:2,list:2,render:1
rentman	Business systems	api_key	8	0	0	0	get:4,list:4
repairshopr	LLM/dev accounts	api_key	5	0	0	0	get:3,list:2
replicate	LLM/dev accounts	api_key	11	0	0	0	get:5,list:4,cancel:1
reply_io	Communications	api_key	9	0	0	0	get:3,list:2,create:1
resend	Communications	api_key	1	0	0	0	send:1
retell_ai	LLM/dev accounts	api_key	8	0	0	0	get:4,list:4
retently	Business systems	api_key	9	0	0	0	get:4,list:4,upsert:1
revenuecat	Domain connectors	api_key	12	0	0	7	list:7,get:4,search:1
ringover	Communications	api_key	13	0	0	0	get:7,list:6
rippling	Business systems	api_key	4	0	0	0	list:3,get:1
riveter	Cloud/FinOps	api_key	2	0	0	0	get:1,scrape:1
roam	Communications	api_key	5	0	0	4	list:3,get:1,send:1
roam_scim	Business systems	api_key	13	0	0	3	get:3,create:2,delete:2
roboflow	LLM/dev accounts	api_key	12	0	0	0	get:6,run:2,describe:1
rocket_chat	Communications	custom_credential	8	0	0	0	get:3,list:2,delete:1
rocket_reach	Communications	api_key	10	0	0	0	get:4,lookup:3,search:2
rocketlane	Business systems	api_key	6	0	0	0	get:3,list:3
rollbar	Cloud/FinOps	api_key	8	0	0	1	get:4,list:4
rootly	Business systems	api_key	5	0	0	0	list:3,get:2
rosette_text_analytics	Cloud/FinOps	api_key	5	0	0	0	identify:3,analyze:1,extract:1
route4me	Business systems	api_key	3	0	0	0	create:1,delete:1,list:1
runpod	LLM/dev accounts	api_key	7	0	0	0	delete:1,get:1,list:1
runscope	LLM/dev accounts	api_key	7	0	0	0	list:4,get:3
saas_custom_domains	LLM/dev accounts	api_key	11	0	0	0	list:3,create:2,delete:2
safetyculture	Business systems	api_key	5	0	0	0	get:2,create:1,list:1
sage_hr	Business systems	api_key	8	0	0	0	list:6,get:2
sage_sales_management	Business systems	custom_credential	18	0	0	0	get:6,create:3,delete:3
salesflare	Business systems	api_key	16	0	0	0	create:4,get:4,list:4
salesmate	Business systems	api_key	6	0	0	0	create:2,get:2,delete:1
satismeter	Business systems	api_key	6	0	0	0	get:3,list:3
scopus	Cloud/FinOps	api_key	7	0	0	0	search:4,get:3
scrape_do	Cloud/FinOps	api_key	4	0	0	0	fetch:2,get:1,take:1
scrape_graph_ai	LLM/dev accounts	api_key	6	0	0	0	get:2,extract:1,list:1
scraperapi	Cloud/FinOps	api_key	3	0	0	0	get:1,scrape:1,submit:1
scrapfly	Cloud/FinOps	api_key	2	0	0	0	get:1,scrape:1
scrapingant	Cloud/FinOps	api_key	4	0	0	0	extract:2,get:1,scrape:1
scrapingbee	Cloud/FinOps	api_key	3	0	0	0	extract:1,fetch:1,get:1
scrapingdog	Cloud/FinOps	api_key	6	0	0	0	maps:2,fetch:1,get:1
screenshot_fyi	LLM/dev accounts	api_key	1	0	0	0	take:1
screenshotone	LLM/dev accounts	api_key	5	0	0	0	take:3,get:1,list:1
search_api	Domain connectors	api_key	5	0	0	0	get:4,search:1
securitytrails	Cloud/FinOps	api_key	4	0	0	0	get:3,find:1
segment	Business systems	api_key	7	0	0	0	alias:1,batch:1,group:1
semantic_scholar	Cloud/FinOps	api_key	16	0	0	0	get:8,search:3,recommend:2
semrush	Business systems	api_key	3	0	0	0	list:2,get:1
sendbird	Communications	api_key	28	0	0	0	list:5,delete:3,update:3
sender	Communications	api_key	14	0	0	0	list:5,get:4,create:2
sendfox	Communications	api_key	14	0	0	0	list:3,create:2,delete:2
sendgrid	Communications	api_key	4	0	0	0	get:2,list:1,send:1
sendmator	Communications	api_key	5	0	0	0	create:1,delete:1,get:1
sendspark	Business systems	api_key	5	0	0	0	get:2,add:1,create:1
sensibo	Business systems	api_key	4	0	0	0	get:2,list:1,set:1
sentry	Cloud/FinOps	oauth2	19	0	0	5	get:10,list:8,update:1
seqera	Cloud/FinOps	api_key	8	0	0	0	get:4,list:3,launch:1
serpapi	Business systems	api_key	3	0	0	0	maps:1,news:1,search:1
serpdog	Business systems	api_key	5	0	0	0	autocomplete:1,get:1,news:1
serphouse	Business systems	api_key	5	0	0	0	list:2,search:2,account:1
serply	Business systems	api_key	4	0	0	0	news:1,scholar:1,search:1
sevdesk	Business systems	api_key	5	0	0	0	create:1,delete:1,get:1
sheetdb	Business systems	api_key	8	0	0	0	get:2,count:1,create:1
ship_bob	Business systems	api_key	5	0	0	0	list:4,get:1
ship_station	Business systems	api_key	4	0	0	0	list:3,get:1
shipday	Business systems	api_key	7	0	0	0	get:2,list:2,create:1
shipengine	Business systems	api_key	6	0	0	0	calculate:1,estimate:1,get:1
shippo	Business systems	api_key	8	0	0	0	get:3,create:2,list:2
shodan	Cloud/FinOps	api_key	7	0	0	0	get:3,count:1,resolve:1
shopify	Business systems	api_key	11	0	0	1	get:4,list:4,count:3
shopify_admin	Business systems	api_key	15	0	0	0	get:7,list:7,execute:1
shopify_partner	Business systems	api_key	5	0	0	0	list:3,execute:1,get:1
shopify_storefront	Business systems	api_key	8	0	0	0	get:4,list:2,add:1
short_io	Business systems	api_key	8	0	4	0	get:3,list:2,create:1
short_menu	Business systems	api_key	3	0	0	0	create:1,delete:1,update:1
shortcut	Business systems	api_key	15	0	0	0	get:5,list:5,create:2
shorten_rest	Business systems	api_key	6	0	0	0	list:2,create:1,delete:1
shortpixel	Document/storage	api_key	6	0	0	0	purge:2,add:1,get:1
shotstack	LLM/dev accounts	api_key	2	2	0	0	get:1,render:1
signalbase	Business systems	api_key	6	0	0	0	list:6
signpath	Cloud/FinOps	api_key	3	2	0	0	fast:1,get:1,list:1
signwell	Communications	api_key	6	0	0	0	get:3,send:2,create:1
similarweb_digitalrank_api	Document/storage	api_key	3	0	0	0	get:3
simla	Business systems	api_key	9	0	0	0	get:3,create:2,edit:2
simple_analytics	Cloud/FinOps	api_key	4	0	0	0	export:1,get:1,list:1
simplesat	Business systems	api_key	8	0	0	0	list:3,get:2,create:1
sitespeakai	LLM/dev accounts	api_key	11	0	0	0	list:6,get:2,delete:1
skio	Business systems	api_key	4	0	0	0	list:4
skyfire	Domain connectors	api_key	4	0	0	0	get:3,create:1
slab	Business systems	api_key	17	0	0	0	get:6,create:2,delete:2
slack	Communications	oauth2	22	0	0	15	get:7,list:4,delete:2
sling	Business systems	api_key	14	0	0	0	get:8,list:6
slite	Business systems	api_key	8	0	0	0	get:2,search:2,create:1
smartlead_ai	LLM/dev accounts	api_key	4	0	0	0	list:3,get:1
smartrecruiters	Business systems	api_key	4	0	0	0	get:2,list:1,search:1
smartsheet	Business systems	api_key	5	0	0	0	add:1,delete:1,get:1
sms_alert	Communications	api_key	6	0	0	0	list:2,generate:1,get:1
smtp2go	Communications	api_key	8	0	0	0	get:2,list:2,search:2
smugmug	Document/storage	api_key	23	0	0	0	get:21,list:1,search:1
snipe_it	Business systems	api_key	6	0	0	0	list:5,get:1
solcast	Domain connectors	api_key	3	0	0	0	get:3
speechmatics	LLM/dev accounts	api_key	3	0	0	0	list:2,get:1
spider	Cloud/FinOps	api_key	4	0	0	0	get:2,scrape:1,search:1
spotify	Domain connectors	oauth2	88	0	0	15	get:51,check:7,remove:6
square	Business systems	api_key	6	0	0	0	list:2,create:1,get:1
sslmate_cert_spotter_api	Cloud/FinOps	api_key	5	0	0	0	list:2,delete:1,get:1
stabilityai	LLM/dev accounts	api_key	1	0	0	0	text:1
stack_ai	LLM/dev accounts	custom_credential	2	0	0	0	get:1,run:1
stannp	Business systems	api_key	11	0	0	0	create:2,delete:2,get:2
starton	Document/storage	api_key	5	0	0	0	create:1,delete:1,get:1
statamic	Business systems	api_key	4	0	0	0	create:1,delete:1,list:1
statista	Cloud/FinOps	api_key	4	0	0	0	search:3,get:1
statsig	Cloud/FinOps	api_key	7	0	0	0	get:4,list:3
statuscake	LLM/dev accounts	api_key	9	0	2	0	list:5,create:1,delete:1
statuspage	Communications	api_key	13	0	0	0	list:4,get:3,create:2
statuspal	Communications	api_key	6	0	0	0	get:4,list:2
stay_ai	LLM/dev accounts	api_key	4	0	0	0	get:2,list:2
store_leads	Business systems	api_key	6	0	0	0	get:3,list:3
storecensus	Business systems	api_key	4	0	0	0	list:2,get:1,search:1
stormboard	Business systems	api_key	10	0	0	0	list:7,get:3
stormglass_io	Domain connectors	api_key	3	0	0	0	get:3
storyblok	Business systems	api_key	7	0	0	0	list:5,get:2
strava	Domain connectors	oauth2	34	0	0	5	get:15,list:11,export:2
streak	Business systems	api_key	4	0	1	0	get:3,list:1
streamtime	Business systems	api_key	14	0	0	0	get:4,list:4,create:3
stripe	Domain connectors	api_key	18	0	0	0	create:3,get:3,list:3
subvisory	Domain connectors	api_key	15	0	0	0	create:3,delete:3,get:3
sunoapi	LLM/dev accounts	api_key	26	0	0	0	get:9,generate:7,add:2
supabase	Document/storage	oauth2+api_key	21	0	0	7	list:9,get:5,delete:2
supadata	Cloud/FinOps	api_key	10	0	0	0	get:5,list:2,map:1
super_saas	Business systems	api_key	7	0	0	0	list:7
superchat	Communications	api_key	11	0	0	0	get:3,send:3,list:2
supervisely	Cloud/FinOps	api_key	7	0	0	0	list:4,get:3
supportbee	Business systems	api_key	17	0	0	0	list:6,create:4,get:3
surecontact	Business systems	api_key	23	0	0	0	get:4,create:3,delete:3
svix	LLM/dev accounts	api_key	16	0	0	0	create:4,get:4,list:4
swaggerhub	LLM/dev accounts	api_key	14	0	0	0	list:7,get:4,search:3
systeme_io	Business systems	api_key	24	0	0	0	list:7,create:4,delete:4
taggun	Cloud/FinOps	api_key	5	0	0	0	extract:2,get:1,list:1
tailscale	LLM/dev accounts	custom_credential	82	0	0	39	get:19,list:14,set:14
talenthr	Business systems	api_key	1	0	0	0	change:1
talentlms	Business systems	api_key	14	0	0	0	get:5,list:5,create:1
tally	Business systems	api_key	4	0	0	0	get:2,list:2
tanium	Cloud/FinOps	api_key	1	0	0	0	execute:1
tapfiliate	Business systems	api_key	11	0	0	0	list:6,create:4,get:1
tave	Communications	api_key	3	0	0	0	get:2,list:1
tavily	Cloud/FinOps	api_key	7	2	0	0	get:2,crawl:1,create:1
taxjar	Domain connectors	api_key	21	0	0	0	list:5,show:4,create:3
teamcamp	Business systems	api_key	7	0	0	0	list:4,get:2,post:1
teamtailor	LLM/dev accounts	api_key	4	0	0	0	list:3,retrieve:1
telegram	Communications	api_key	50	0	0	0	send:14,get:8,delete:4
telnyx	Communications	api_key	4	0	0	0	retrieve:2,list:1,send:1
teltel	Communications	api_key	4	0	0	0	get:2,list:1,send:1
templated	Business systems	api_key	7	0	0	0	get:3,list:2,create:1
tencent_docs	Document/storage	oauth2	16	0	0	11	get:5,batch:2,list:2
tencent_maps	Domain connectors	api_key	15	0	0	0	route:4,search:3,distance:1
terraform	LLM/dev accounts	api_key	8	0	0	0	get:5,list:3
textcortex	LLM/dev accounts	api_key	3	0	0	0	create:1,list:1,retrieve:1
textit	Communications	api_key	13	0	0	0	list:4,create:2,delete:2
textrazor	Cloud/FinOps	api_key	6	0	0	0	account:1,analyze:1,classify:1
the_cat_api	Cloud/FinOps	api_key	5	0	0	0	get:2,search:2,list:1
the_colony	Domain connectors	api_key	12	0	0	0	get:4,list:3,create:2
the_dog_api	Cloud/FinOps	api_key	11	0	0	0	list:3,create:2,delete:2
the_odds_api	Cloud/FinOps	api_key	7	0	0	0	list:4,get:3
the_swarm	Domain connectors	api_key	5	0	0	0	fetch:2,search:2,get:1
theirstack	Business systems	api_key	4	0	0	0	search:2,get:1,list:1
ticketmaster	Domain connectors	api_key	15	0	0	0	get:14,execute:1
ticktick	Business systems	oauth2+api_key	20	0	0	2	get:5,create:4,list:4
tidb	Cloud/FinOps	custom_credential	17	0	0	0	list:8,get:7,show:2
tikhub	Domain connectors	api_key	30	0	0	7	fetch:20,search:5,get:4
tiktok_business	Business systems	oauth2+api_key	15	0	0	5	get:9,list:5,check:1
timecamp	Business systems	api_key	9	0	0	0	list:3,get:2,create:1
timelink	Business systems	api_key	14	0	0	0	get:7,list:7
tinybird	Cloud/FinOps	api_key	4	0	3	0	run:2,get:1,list:1
tinypng	Business systems	api_key	2	0	0	0	output:1,shrink:1
tinyurl	Business systems	api_key	2	0	0	0	create:1,list:1
tisane	Cloud/FinOps	api_key	7	0	0	0	analyze:1,calculate:1,compare:1
tldv	Communications	api_key	5	0	0	0	get:3,import:1,list:1
todoist	Business systems	oauth2+api_key	19	0	0	2	get:5,list:5,create:4
together_ai	LLM/dev accounts	api_key	3	0	0	0	create:2,list:1
toggl	Business systems	api_key	24	0	0	0	get:6,list:5,create:4
tomba	Business systems	api_key	10	0	0	0	count:1,domain:1,enrich:1
tomtom	Domain connectors	api_key	5	0	0	0	autocomplete:1,fuzzy:1,geocode:1
torii	Business systems	api_key	9	0	0	0	list:5,get:4
tpscheck	Communications	api_key	3	0	0	0	batch:1,check:1,get:1
trello	Business systems	custom_credential	28	0	0	0	list:7,add:5,create:4
tremendous	Business systems	api_key	13	0	0	0	list:6,get:5,create:1
trent	Cloud/FinOps	api_key	1	0	0	0	send:1
trigger_dev	LLM/dev accounts	api_key	6	0	0	0	get:2,cancel:1,list:1
tripadvisor	Domain connectors	api_key	4	0	0	0	get:2,search:2
triple_whale	Business systems	api_key	4	0	0	0	get:2,execute:1,validate:1
truvera	Cloud/FinOps	api_key	10	4	0	0	get:4,create:2,delete:2
turbot_pipes	Cloud/FinOps	api_key	1	0	0	0	execute:1
turso	Cloud/FinOps	api_key	10	0	0	0	list:4,get:3,create:2
tushare	Domain connectors	api_key	6	0	0	0	get:4,list:1,query:1
twelve_data	Domain connectors	api_key	12	0	0	0	market:2,earliest:1,eod:1
twenty_crm	Business systems	api_key	6	0	0	0	list:2,create:1,delete:1
twilio	Communications	custom_credential	5	0	0	0	get:2,list:2,send:1
twitter	Business systems	oauth2+custom_credential	71	0	0	17	get:23,create:3,lookup:3
twitterapi_io	Domain connectors	api_key	39	0	0	0	get:27,add:2,list:2
twochat	Communications	api_key	5	0	0	0	list:2,create:1,get:1
typeform	Business systems	oauth2+api_key	6	0	0	4	get:3,list:3
typefully	Business systems	api_key	8	0	0	0	get:3,list:2,create:1
u301	Business systems	api_key	3	0	0	0	delete:1,list:1,shorten:1
umami	Business systems	api_key	8	0	0	0	get:6,list:2
unifapi	Domain connectors	api_key	220	0	0	0	list:88,get:55,search:28
unione	Communications	api_key	5	0	0	0	list:3,get:1,send:1
unipile	Communications	api_key	6	0	0	0	get:3,list:3
uniswap_api	Domain connectors	api_key	3	0	1	0	check:1,create:1,get:1
unsplash	Business systems	api_key	6	0	0	0	get:3,list:2,search:1
updown_io	LLM/dev accounts	api_key	9	0	0	0	list:5,create:1,delete:1
uploadcare	Document/storage	api_key	7	0	0	0	get:3,list:2,delete:1
upsales	Business systems	api_key	13	0	8	0	get:4,list:3,create:2
uptimerobot	LLM/dev accounts	api_key	7	0	0	0	get:2,list:2,create:1
urlscan	Cloud/FinOps	api_key	3	0	0	0	get:1,search:1,submit:1
userflow	Business systems	api_key	8	0	0	0	delete:2,get:2,upsert:2
userlist	Communications	api_key	5	0	0	0	push:3,create:1,send:1
v0	LLM/dev accounts	api_key	45	0	0	0	get:13,find:11,create:6
v2ex	Domain connectors	api_key	13	0	0	0	list:5,get:4,boost:1
valyu	Cloud/FinOps	api_key	1	0	0	0	search:1
vapi	Communications	api_key	38	0	0	0	list:11,create:9,get:6
vatlayer	Domain connectors	api_key	5	0	0	0	list:2,calculate:1,get:1
vectorshift	LLM/dev accounts	api_key	4	0	0	0	bulk:1,get:1,list:1
vercel	LLM/dev accounts	api_key	23	0	0	0	get:9,list:6,create:3
verifiedemail	Communications	api_key	6	0	0	0	get:3,list:2,verify:1
veriphone	Communications	api_key	2	0	0	0	get:1,verify:1
vestaboard	Communications	api_key	4	0	0	0	get:2,send:1,set:1
viggle	LLM/dev accounts	api_key	11	0	3	0	get:4,create:2,delete:2
vimeo	Domain connectors	oauth2	25	0	0	5	list:6,get:5,add:3
virustotal	Cloud/FinOps	api_key	16	0	0	0	get:10,add:2,rescan:1
vitally	Business systems	api_key	5	0	0	0	create:1,delete:1,get:1
voiceflow	Business systems	api_key	4	0	0	0	interact:1,list:1,query:1
vtex	Business systems	api_key	5	0	0	0	list:3,get:1,search:1
waboxapp	Document/storage	api_key	5	0	0	0	send:4,get:1
wachete	Cloud/FinOps	api_key	6	0	0	0	get:2,list:2,create:1
wakatime	Business systems	api_key	6	0	1	0	get:5,list:1
wappalyzer	Cloud/FinOps	api_key	4	0	0	0	find:1,get:1,lookup:1
waterfall	Business systems	api_key	7	0	0	0	get:3,launch:2,check:1
weatherapi	Domain connectors	api_key	5	0	0	0	get:4,search:1
weatherbit	Domain connectors	api_key	3	0	0	0	get:3
weaviate	Cloud/FinOps	api_key	5	0	0	0	get:3,list:2
web_of_science	Cloud/FinOps	api_key	4	0	0	0	get:2,search:2
web_of_science_expanded	Cloud/FinOps	api_key	6	0	0	0	list:3,get:2,search:1
webflow	Business systems	api_key	11	0	0	0	get:3,list:3,publish:2
webinarjam	Communications	api_key	4	0	0	0	list:2,get:1,register:1
webscraper_io	Cloud/FinOps	api_key	11	0	0	0	get:3,create:2,delete:2
webscraping_ai	LLM/dev accounts	api_key	5	0	0	0	select:2,extract:1,fetch:1
webshare	Cloud/FinOps	api_key	4	0	0	0	get:2,list:2
webvizio	Business systems	api_key	2	0	0	0	create:1,delete:1
wecom_bot	Communications	api_key	5	0	0	0	send:5
wejam_ai	LLM/dev accounts	api_key	1	0	0	0	export:1
what3words	Domain connectors	api_key	5	0	0	0	convert:2,autosuggest:1,available:1
whatsapp	Communications	api_key	17	0	1	0	send:8,get:6,create:1
whoisfreaks	Cloud/FinOps	api_key	5	0	0	0	get:3,check:1,list:1
whop	Business systems	api_key	8	0	0	0	get:4,list:4
winston_ai	LLM/dev accounts	api_key	4	0	0	0	check:1,compare:1,detect:1
wise	Domain connectors	api_key	3	0	0	0	list:2,get:1
wit_ai	LLM/dev accounts	api_key	20	0	0	0	list:5,create:4,get:4
wiza	Business systems	api_key	5	0	0	0	get:3,prospect:1,start:1
wolfram_alpha_api	Cloud/FinOps	api_key	3	0	0	0	get:2,validate:1
woocommerce	Business systems	custom_credential	26	0	0	0	list:10,get:5,update:5
woodpecker_co	Communications	api_key	7	0	0	0	list:4,get:3
wordpress	Business systems	api_key	18	0	0	0	list:5,create:4,delete:3
workable	Business systems	api_key	4	0	0	0	get:2,list:2
workday	Business systems	oauth2	7	0	0	3	get:4,list:3
workiom	Business systems	api_key	5	0	0	0	list:3,create:1,get:1
workos	LLM/dev accounts	api_key	14	0	0	0	create:3,get:3,list:3
workpath	Business systems	api_key	8	0	0	0	get:4,list:4
worksnaps	Business systems	api_key	10	0	0	0	get:5,list:5
world_news_api	Domain connectors	api_key	5	0	0	0	get:2,search:2,retrieve:1
wrike	Business systems	api_key	7	0	0	0	list:3,create:2,get:2
writer	LLM/dev accounts	api_key	2	0	0	0	create:1,list:1
wttr_in	Domain connectors	no_auth	1	0	0	0	get:1
x_ai	LLM/dev accounts	api_key	3	0	0	0	create:1,get:1,list:1
xata	Cloud/FinOps	api_key	7	0	0	0	list:4,get:3
yelp	Domain connectors	api_key	3	0	0	0	search:2,get:1
ynab	Domain connectors	api_key	15	0	0	0	get:9,list:6
you	Cloud/FinOps	api_key	5	0	0	0	fetch:1,finance:1,get:1
youtube	Domain connectors	oauth2	29	0	0	2	list:10,delete:4,update:4
yuandian	Cloud/FinOps	api_key	23	0	0	0	get:8,list:6,search:6
zendesk	Communications	oauth2+api_key	11	0	2	2	get:4,list:3,create:1
zenrows	Cloud/FinOps	api_key	4	0	0	0	fetch:2,extract:1,get:1
zenserp	Business systems	api_key	4	0	0	0	image:1,maps:1,news:1
zeplin	Business systems	oauth2	6	0	0	1	list:4,get:2
zerobounce	Communications	api_key	6	0	0	0	get:3,create:1,list:1
zhihu	Cloud/FinOps	api_key	4	0	0	0	global:1,hot:1,zhida:1
zigpoll	Business systems	api_key	8	0	0	0	list:5,get:2,generate:1
zipcodebase	Domain connectors	api_key	7	0	0	0	list:3,calculate:1,get:1
zixflow	Business systems	api_key	16	0	0	0	get:5,list:3,create:2
zoom	Communications	oauth2	4	0	0	4	create:1,get:1,list:1
zorus	Cloud/FinOps	api_key	5	0	0	0	search:5
zyte_api	Cloud/FinOps	api_key	4	0	0	0	extract:3,fetch:1
